AgencyID,SiteID,ServiceID,Category,Name,Address 1,City,State,ZIP Code,Contact 1 Phone,Program Contact 2,Web Site,Service Group Name,Program Name,PROGRAM DESCRIPTION,BUILDING HOURS,PROGRAM HOURS,INTAKE PROCEDURE,ELIGIBILITY,Gender,Ages,Parsed Program Hours,Notes Program Hours
UWDC63425,7,70971,Community,MADISON SCHOOL AND COMMUNITY RECREATION,501 Pflaum Rd,Madison,WI,53716,,(608) 204-4029 (Main),www.mscr.org,YOUTH CENTERS,,"Provides afterschool drop-in academic, enrichment and recreational programs for up to 50 middle school students at nine Madison Middle Schools.",Monday-Friday 3:00pm-5:30pm,Monday-Friday 3:00pm-5:30pm,Call for info,Middle school students,Everyone,Youth,Monday-Friday 3:00pm-5:30pm,
UWDC63425,9,70971,Community,MADISON SCHOOL AND COMMUNITY RECREATION,5606 Russett Rd,Madison,WI,53711,,(608) 204-4763 (Main),www.mscr.org,YOUTH CENTERS,,"Provides afterschool drop-in academic, enrichment and recreational programs for up to 50 middle school students at nine Madison Middle Schools.",Monday-Friday 3:00pm-5:30pm,Monday-Friday 3:00pm-5:30pm,Call for info,Middle school students,Everyone,Youth,Monday-Friday 3:00pm-5:30pm,
UWDC63440,1,70977,Community,MARSHALL AREA COMMUNITY CENTER,226 Madison St,Marshall,WI,53559,(608) 655-4980,(608) 655-4980 (Program Director),mysite.verizon.net/macyc,YOUTH CENTERS,Marshall Youth Center,"After-school programs, recreation, clubs, classes academic support for Marshall area 5th-8th grade students.",Monday - Friday 3:30pm - 5:30pm,Monday-Friday 3:00pm-7:00pm: Summer: Monday-Thursday 12:00pm-4:00pm,Call for info,Marshall students grades 5th-8th,Everyone,Seniors,Monday-Friday 3:00pm-7:00pm,Summer: Monday-Thursday 12:00pm-4:00pm
UWDC63440,1,70978,Community,MARSHALL AREA COMMUNITY CENTER,226 Madison St,Marshall,WI,53559,(608) 655-4980,(608) 655-4980 (Program Director),mysite.verizon.net/macyc,NEIGHBORHOOD MULTIPURPOSE CENTERS,,"Community center for Marshall area residents.  The Marshall Youth Center offers a place for students 4th-8th grade a free after school program.  This after school program offers a safe place for students to come.  Students can get homework help, snacks and build a social skills.",Monday - Friday 3:30pm - 5:30pm,"Monday-Friday, 3:30pm-5:30pm.",Call for info or drop in for after school program.,Students 4th-8th grade. Community members may use centers for a variety of reasons. Call for more info.,Everyone,Youth,"Monday-Friday, 3:30pm-5:30pm",
UWDC63444,1,70980,Community,MCFARLAND YOUTH RESOURCE CENTER,5114 Farwell St,Mc Farland,WI,53558,(608) 513-6792,(608) 838-3839,www.McFarlandYouthCenter.org,YOUTH CENTERS,,Provides youth of middle school age in McFarland with a safe environment that is nurturing and challenging in which they can build critically needed assets. The center ensures that youth have the greatest opportunity to be resilient and prosper.,"Monday-Friday 3:00pm-6:00pm on school days; Monday-Friday 1:00pm-5:00pm during the non-school year",Monday - Friday 3:00pm - 6:00pm on school days: Monday - Friday 1:00pm - 5:00pm during the non-school year,Call for info,McFarland middle school students,Everyone,Youth,Monday - Friday 3:00pm - 6:00pm,"Monday - Friday 3:00pm - 6:00pm on school daysMonday - Friday 1:00pm - 5:00pm during the non-school year."
UWDC63452,1,70984,Community,MIDDLETON SENIOR CENTER,7448 Hubbard Ave,Middleton,WI,53562,(608) 831-2373,(608) 831-2373 (Front Desk-Receptionist),www.middletonseniorcenter.com,SENIOR CENTERS,,"The Middleton Senior Center provides programs, advocacy and services that help older adults maintain their dignity while remaining independent and as active as possible in the community. Middleton Senior Center  provides programs and services such as outreach and case management: transportation: congregate and home delivered meals: educational, recreational, and social options: travel opportunities, support groups, and health clinics. Contact the Middleton Senior Center for a list of current events, activities, lifelong learning programs and other recreational opportunities.",Monday-Friday 8:30am-4:30pm,Monday-Friday 8:30am-4:30pm,Varies by program: contact Senior Center for current listings,Ages 55 years and over,Everyone,Seniors,Monday-Friday 8:30am-4:30pm,
UWDC63452,1,70987,Medical,MIDDLETON SENIOR CENTER,7448 Hubbard Ave,Middleton,WI,53562,(608) 831-2373,(608) 831-2373  Laura Langer (Program Coordinator),www.middletonseniorcenter.com,BLOOD PRESSURE SCREENING,Health & Wellness Programs,"Blood Pressure Screening:* Nurses provide blood pressure screening monthly on the first Tuesday of the month at 12:30pm. No appointments necessary.  Foot Care:* Foot care clinic offered five times per month on Tuesday-Thursdays.  Dates-times vary, call for appointment.  Allow one appointment every six weeks. Service provided by Home Health United Visiting Nurse Service.* Diabetics-only foot care clinic offered each month. Appointment required. Service provided by Home Health United Visiting Nurse Service.Flu Vaccines offered seasonally, call for current dates - times",Monday-Friday 8:30am-4:30pm,Call for information,Call for appointment,Ages 60 years and over: all of Dane County,Everyone,Seniors,,Call for information
UWDC63452,1,70989,Food,MIDDLETON SENIOR CENTER,7448 Hubbard Ave,Middleton,WI,53562,(608) 831-2373,(608) 831-2373 (Front Desk-Receptionist),www.middletonseniorcenter.com,CONGREGATE MEALS/NUTRITION SITES,,"Provides a balanced, hot congregate meal to older adults. Meals home delivered Monday-Friday to homebound older adults. Lunch provided Monday-Friday 11:30am.",Monday-Friday 8:30am-4:30pm,Monday- Friday 11:30am,"Call for reservation by 12:00pm the day before the meal","Ages 60 years and over. Home Delivered Meals: Assessment by case manager must be completed",Everyone,Seniors,Monday- Friday 11:30am,
UWDC63452,1,70990,Medical,MIDDLETON SENIOR CENTER,7448 Hubbard Ave,Middleton,WI,53562,(608) 831-2373,(608) 831-2373 (Front Desk-Receptionist),www.middletonseniorcenter.com,ASSISTIVE TECHNOLOGY EQUIPMENT LOAN,Medical Equipment Loan Closet,"Offers a loan closet of health care aides such as canes, commodes, bath benches, walkers and wheelchairs. Accepts donations. Recommended to call for current inventory. Wheelchairs are available for up to one month borrowing period. All other items are available for unlimited borrowing periods.",Monday-Friday 8:30am-4:30pm,Call for information,Call for current inventory,"Any age, any resident of Dane County",Everyone,Everyone,,Call for information
UWDC63477,1,71010,Community,UNITED WAY OF DANE COUNTY,2059 Atwood Ave,Madison,WI,53704,(608) 246-4356,(608) 246-4380 (Main),www.unitedwaydanecounty.org,VOLUNTEER RECRUITMENT/PLACEMENT,Volunteer Center,"Provides information and referral for volunteer opportunities in Dane County through in-person interviews, over the phone, or through the website.Individuals and businesses looking to donate items to Dane County non-profit agencies can do so by going to www.VolunteerYourTime.org then clicking ""Donation Match"" to view items agencies have requested. If an item is not requested, individuals and businesses can post those items on ""Donation Match"" by clicking on ""Donate an Item"".",Monday-Friday 8:00am-4:30pm,Monday - Friday 8:00am - 4:30pm,Call for information,Dane County residents,Everyone,Everyone,Monday - Friday 8:00am - 4:30pm,
UWDC63486,1,71035,Community,WISCONSIN YOUTH COMPANY,1201 McKenna Blvd,Madison,WI,53719,(608) 276-9782,(608) 276-9782 ext: 614  Rebecca Carlin - rcarlin@wisconsinyouthcompany.org,www.wisconsinyouthcompany.org,YOUTH CENTERS,,Southwest side community center offering after school programming for children in southwest Madison.,Monday-Thursday 8:00am-8:00pm Friday 8:00am-6:00pm Weekends vary,"Monday-Thursday 3:00pm-7:00pm, Friday 3:00pm-6:00pm: weekends vary.",Advanced registration required. Call for more information,Must be eligible for free or reduced meals at school and live within census area. Call for more information,Everyone,Youth,Monday-Thursday 3:00pm-7:00pm; Friday 3:00pm-6:00pm,Weekend hours vary.
UWDC63609,1,71136,Hygiene,UNIVERSITY OF WISCONSIN - MADISON - SURPLUS WITH A PURPOSE,1061 Thousand Oaks Tr,Verona,WI,53593,,(608) 497-4436,www.bussvc.wisc.edu/swap/swap.html,THRIFT SHOPS,,"Conducts regular sales of surplus property collected from UW-Madison and state agencies. This low-cost merchandise is first offered for sale to UW-Madison departments, government agencies and nonprofit organizations before it is made available to the general public. Also sells items through an online auction: view website for details. Items are sold on an as-is basis. Inventory changes weekly, but often includes computers, monitors, office furniture and equipment, lab supplies, office supplies, home furnishings, maintenance equipment, audio-video equipment, sports equipment and other miscellaneous items.Items are subject to availability. Many items are sold on Thursdays and Fridays. New inventory comes in throughout the week.","Tuesdays 8:00am-4:00pm Friday 8:00am-2:00pm 2nd Saturday of the month 8:00am-2:00pm","Tuesday 8:00am-4:00pm, Friday 8:00am-2:00pm, 2nd Saturday of the month 8:00am-2:00pm",Shop during open hours,"Thursday: UW departments, state agencies, municipalities, nonprofits: Tuesday, Friday, and 2nd Saturdays: general public",Everyone,Everyone,Tuesday 8:00am-4:00pm; Friday 8:00am-2:00pm; Saturday 8:00am-2:00pm,2nd Saturday of the month
UWDC63615,1,71141,Technology,"BRAILLE LIBRARY & TRANSCRIBING SERVICES, INC.- MADISON, WI",517 N Segoe Rd Ste 200-B,Madison,WI,53705,(608) 233-0222,(608) 233-0222,bltsinc.org,BRAILLE TRANSCRIPTION,,"Producers of Braille and spoken texts for the blind and visually impaired. Transcribes print materials of all kinds into Braille. Requests are received from local and state school districts, government agencies and individuals. Will tape record books and articles. Offers training in Braille transcription.Also maintains a free Braille lending library of nearly 2,000 titles for children and adults. Catalog available on the website. All materials are checked out for two months and can be renewed if there are no names on the waiting list. New titles will be sent when previously checked out volumes are returned. These materials are sent Free Matter for the Blind. Most materials can be made available for purchase.",Tuesday-Friday 10:00am-1:00pm,Tuesday-Friday 9:00am-12:00pm,Call for info,"Visually impaired, people with learning disabilities",Everyone,Everyone,Tuesday-Friday 9:00am-12:00pm,
UWDC63615,1,88581,Technology,"BRAILLE LIBRARY & TRANSCRIBING SERVICES, INC.- MADISON, WI",517 N Segoe Rd Ste 200-B,Madison,WI,53705,(608) 233-0222,(608) 233-0222  Patricia Herrling - office.blts@tds.net (Librarian),bltsinc.org,BRAILLE MATERIALS/COLLECTION,Free Braille Lending Library,Free Braille material and collection lending,Tuesday-Friday 10:00am-1:00pm,Tuesday-Friday 10:00am-1:00pm,,General public,Everyone,Everyone,Tuesday-Friday 10:00am-1:00pm,
UWDC63688,1,71188,Medical,ACCESS TO INDEPENDENCE,3810 Milwaukee St,Madison,WI,53714,(608) 242-8484,(608) 242-8484 (Information & Referral staff),www.accesstoind.org,ASSISTIVE TECHNOLOGY,Assistive Technology,ATI has an AT demonstration and loan closet with hundreds devices that can be tried out or borrowed for up to three weeks at no charge. Staff can assist with finding funding sources that may pay for assistive technology. ATI also offers education and training on uses of assistive technology. Three sources of funding are available directly to Access to Independence office: (1)WisLoan: low-interest loans for purchase of assistive technology: (2)Telework: to purchase capital expenses for working at home or to be self-employed: and (3) TEPP assistance: vouchers to purchase phone technology for people with physical or sensory disabilities.,Monday-Friday 8:30am-4:30pm,Monday-Friday 8:30am-4:30am,Call or email for more information,People with disabilities of all ages and family members,Everyone,Everyone,Monday-Friday 8:30am-4:30pm,
UWDC63731,1,71213,Technology,BELLEVILLE PUBLIC LIBRARY,130 S Vine St,Belleville,WI,53508,(608) 424-1812,(608) 424-1812,www.bellevillelibrary-wi.org,PUBLIC LIBRARIES,,"Public library with access to all libraries within the South Central Library System. Storytime every Friday. Adult and children's event and class schedule available at www.bellevillelibrary-wi.org.  Also offers computer lab with public internet access, free Wi-Fi throughout building, plus printing - fax - photocopy service for a small fee.",Monday-Thursday 9:00am-7:00pm; Friday 9:00am-5:00pm; Saturday 9:00am-12:00pm,Monday-Thursday 9:00am-7:00pm: Friday 9:00am-5:00pm: Saturday 9:00am-12:00pm,"Walk-in, apply for a library card to checkout materials. Application requires photo ID plus proof of current address.",General public,Everyone,Everyone,Monday-Thursday 9:00am-7:00pm; Friday 9:00am-5:00pm; Saturday 9:00am-12:00pm,
UWDC63746,1,71226,Food,BOYS AND GIRLS CLUB,4619 Jenewein Road,Madison,WI,53711,(608) 698-9922,(608) 204-9722  Connie Weisse - ckwiesse@uwalumni.com,alliedfoodpantry.wix.com/allied-food-pantry,FOOD PANTRIES,Allied Food Pantry,"Food pantry. Can use once every 4 weeks. Proof of address required, along with ID for every household member. No delivery.Sometimes: milk, meat, fresh food, diapers, formula, cleaning products, personal hygiene products, laundry soapNever: pet foodSERVICE TYPE: complete client choice",Wednesday 10:00am-12:00pm and 6:00pm-7:30pm,Wednesday 10:00am-12:00pm and 6:00pm-7:30pm,Walk-in,"53711, 53713 and 53719 residents in need of food",Everyone,Everyone,"Wednesday 10:00am-12:00pm, 6:00pm-7:30pm",
UWDC63756,1,71237,Technology,BLACK EARTH PUBLIC LIBRARY,1210 Mills St,Black Earth,WI,53515,,(608) 767-2563 (Main),www.bepubliclibrary.org,PUBLIC LIBRARIES,,Public library with access to all libraries within the South Central Library System. Offers WiFi and a computer lab with public internet access. Call for information for the current programs offered for children and young adults.,"Monday-Thursday 10:00am-1:00pm, 2:00pm-7:00pm; Friday 10:00am-5:00pm; Saturday 10:00am-2:00pm","Monday - Thursday, 10:00am - 1:00pm, 2:00pm - 7:00pmFriday 10:00am - 5:00pmSaturday 10:00am - 2:00pm","Walk-in, apply for a library card",General public,Everyone,Everyone,"Monday - Thursday 10:00am - 1:00pm, 2:00pm - 7:00pm; Friday 10:00am - 5:00pm; Saturday 10:00am - 2:00pm",
